tourney_id,surface,winner_id,loser_id
2019-0311,Grass,200000,126774
2019-6116,Hard,105554,105359
2019-7480,Hard,106423,106298
2019-M035,Hard,200175,105732
2019-560,Hard,105526,134770
2019-560,Hard,105676,144895
2019-M024,Hard,105138,126207
2019-M-DC-2019-G2-AO-M-THA-PHI-01,Hard,200460,208937
2019-0891,Hard,103333,104327
2019-0424,Hard,111790,103893
2019-0499,Hard,111456,105223
2019-0496,Hard,126774,128034
2019-M007,Hard,104925,105643
2019-0308,Clay,105550,106121
2019-520,Clay,111575,106296
2019-0500,Grass,105676,105430
2019-M016,Grass,105023,105341
2019-0319,Clay,106233,124116
2019-M024,Hard,105332,104269
2019-0328,Hard,124187,105138
2019-540,Grass,104312,111797
2019-M016,Grass,126203,206703
2019-0429,Hard,105882,124187
2019-M020,Hard,104542,200282
2019-M001,Hard,105357,126207
2019-0506,Clay,103970,104291
2019-M006,Hard,104792,104919
2019-0308,Clay,106045,106378
2019-0308,Clay,106426,120424
2019-7648,Clay,105430,104660
2019-520,Clay,106148,124186
2019-520,Clay,200175,106045
2019-7650,Grass,132283,105173
2019-0328,Hard,105526,105967
2019-M-DC-2019-G2-EPA-M-ROU-ZIM-01,Hard,111761,105657
2019-0352,Hard,104792,105332
2019-560,Hard,100644,126207
2019-0328,Hard,126203,100644
2019-0414,Clay,104871,105332
2019-0352,Hard,105430,105932
2019-520,Clay,104926,105643
2019-0424,Hard,111153,104629
2019-0495,Hard,126774,128034
2019-0495,Hard,106045,126610
2019-M007,Hard,105138,104926
2019-0360,Clay,105332,104542
2019-0311,Grass,104468,106421
2019-0311,Grass,106421,106298
2019-7650,Grass,111442,105614
2019-7650,Grass,106148,111574
2019-540,Grass,200005,104792
2019-0439,Clay,103893,105091
2019-M015,Hard,106233,126774
2019-0605,Hard,104925,126610
2019-M-DC-2019-FLS-C-M-ARG-CHI-01,Hard,106043,106426
2019-M-DC-2019-FLS-F-M-USA-ITA-01,Hard,126203,126610
2019-M035,Hard,106401,104468
2019-7480,Hard,105432,105357
2019-M-DC-2019-FLS-M-SRB-RUS-01,Hard,126094,105936
2019-0568,Hard,105916,106072
2019-7648,Clay,111513,105932
2019-580,Hard,105227,106071
2019-M001,Hard,106415,126094
2019-0499,Hard,105173,111790
2019-0717,Clay,106426,104871
2019-0533,Clay,105550,106148
2019-0308,Clay,126610,104797
2019-7290,Clay,104655,126207
2019-520,Clay,105138,126203
2019-7650,Grass,105432,104386
2019-7485,Hard,105550,126952
2019-7480,Hard,105777,105449
2019-M-DC-2019-G2-AO-M-NZL-INA-01,Hard,209188,208055
2019-M014,Hard,126094,110748
2019-0352,Hard,104925,144895
2019-560,Hard,126610,104792
2019-0429,Hard,133430,200615
2019-M020,Hard,105453,105777
2019-580,Hard,104468,106216
2019-580,Hard,106421,105992
2019-0495,Hard,103819,106432
2019-M006,Hard,104259,106401
2019-M007,Hard,106378,105683
2019-7290,Clay,104792,124187
2019-0500,Grass,103819,104542
2019-7650,Grass,200175,200005
2019-540,Grass,106421,103893
2019-0341,Hard,105936,104269
2019-0352,Hard,104542,105526
2019-540,Grass,105453,111815
2019-M010,Grass,111442,104755
2019-6242,Hard,126207,105936
2019-9164,Hard,200282,105173
2019-540,Grass,105815,104926
2019-7290,Clay,126774,105819
2019-0322,Clay,100644,105643
2019-0322,Clay,106228,104999
2019-580,Hard,104745,200282
2019-580,Hard,103819,104797
2019-0496,Hard,105676,104468
2019-0495,Hard,104571,105633
2019-M006,Hard,133430,105227
2019-0308,Clay,104259,104312
2019-M016,Grass,104269,106228
2019-540,Grass,104745,105023
2019-540,Grass,104527,105074
2019-0315,Grass,122330,104678
2019-0429,Hard,105216,111200
2019-M007,Hard,104545,105077
2019-7290,Clay,126207,106415
2019-M020,Hard,104542,106121
2019-0891,Hard,103333,105208
2019-0301,Hard,126610,111456
2019-580,Hard,133430,106121
2019-0496,Hard,105062,200005
2019-0495,Hard,103819,126774
2019-M006,Hard,128034,105453
2019-7650,Grass,200175,104678
2019-560,Hard,106421,106198
2019-0337,Hard,126610,126094
2019-0414,Clay,126094,106426
2019-0337,Hard,105379,105550
2019-0439,Clay,105487,126120
2019-0352,Hard,104925,106378
2019-520,Clay,104925,105967
2019-0316,Clay,106228,106198
2019-M021,Clay,104925,126774
2019-M020,Hard,105683,200175
2019-0499,Hard,105223,106415
2019-M006,Hard,106378,105430
2019-0500,Grass,105732,104660
2019-M016,Grass,104468,105815
2019-540,Grass,106298,106296
2019-0414,Clay,105936,111513
2019-7480,Hard,126952,106228
2019-M035,Hard,200000,124187
2019-0421,Hard,106421,106426
2019-0315,Grass,104545,105051
2019-5014,Hard,126610,105138
2019-M-DC-2019-FLS-F-M-ITA-CAN-01,Hard,133430,126610
2019-M015,Hard,104926,126094
2019-M-DC-2019-G1-AM-M-DOM-URU-01,Clay,104655,106232
2019-6116,Hard,200282,105614
2019-M-DC-2019-G1-EPA-M-AUT-FIN-01,Hard,200325,106233
2019-5014,Hard,126094,105357
2019-M015,Hard,105023,105138
2019-7480,Hard,105430,106121
2019-0451,Hard,105575,105676
2019-0506,Clay,105077,104297
2019-M006,Hard,111575,126094
2019-M007,Hard,200000,128034
2019-0717,Clay,134770,124187
2019-0500,Grass,100644,104898
2019-540,Grass,200615,105807
2019-0319,Clay,106148,106198
2019-0421,Hard,105526,104542
2019-560,Hard,103893,200175
2019-7581,Hard,104269,200615
2019-5014,Hard,126610,105526
2019-0568,Hard,126094,105575
2019-M-DC-2019-G1-EPA-M-POR-BLR-01,Hard,106078,106249
2019-0319,Clay,110602,200514
2019-M-DC-2019-G2-AO-M-NZL-INA-01,Hard,144650,105812
2019-7480,Hard,111815,106296
2019-9164,Hard,104918,105815
2019-0425,Clay,106233,105550
2019-0891,Hard,104327,104291
2019-0407,Hard,105208,105657
2019-0496,Hard,126774,105676
2019-M006,Hard,104745,106043
2019-M021,Clay,104925,106233
2019-7290,Clay,106249,105357
2019-M021,Clay,104269,111575
2019-M016,Grass,105554,105732
2019-0321,Grass,126610,111575
2019-6242,Hard,106148,106218
2019-560,Hard,105649,105936
2019-0329,Hard,105357,105173
2019-M024,Hard,106043,105430
2019-520,Clay,100644,105357
2019-580,Hard,104731,105173
2019-0424,Hard,124187,104545
2019-0496,Hard,126774,104660
2019-M007,Hard,105932,104898
2019-7290,Clay,200221,104871
2019-520,Clay,126156,104269
2019-0500,Grass,106432,105311
2019-7650,Grass,105376,144985
2019-M016,Grass,128034,105449
2019-M024,Hard,105526,103333
2019-540,Grass,105683,105432
2019-6242,Hard,126094,105077
2019-0429,Hard,200615,106214
2019-0496,Hard,200005,104897
2019-M004,Hard,105357,104719
2019-0533,Clay,200000,105077
2019-M021,Clay,126774,104745
2019-0308,Clay,106426,126610
2019-0717,Clay,105967,105992
2019-0500,Grass,105676,126610
2019-M016,Grass,106378,105554
2019-540,Grass,104925,128034
2019-7480,Hard,104719,106412
2019-0328,Hard,200282,126203
2019-0314,Clay,105583,104797
