tourney_id,surface,winner_id,loser_id
2018-M-DC-2018-WG-PO-CAN-NED-01,Hard,133430,104898
2018-580,Hard,105227,105992
2018-M-DC-2018-G1-AM-M-CHI-ECU-01,Clay,111797,105111
2018-M020,Hard,200282,105449
2018-M020,Hard,106401,105051
2018-0451,Hard,126094,105649
2018-580,Hard,105216,106058
2018-7648,Clay,105379,126610
2018-M007,Hard,133430,106000
2018-0311,Grass,104871,105065
2018-0311,Grass,105227,104269
2018-7650,Grass,104792,104882
2018-7480,Hard,111815,103852
2018-0337,Hard,105062,105777
2018-M021,Clay,105583,105223
2018-M035,Hard,105453,105385
2018-0429,Hard,104926,105041
2018-0337,Hard,104731,105932
2018-0319,Clay,126610,105430
2018-M016,Grass,104999,111797
2018-520,Clay,111815,105376
2018-540,Grass,104731,103819
2018-M020,Hard,111581,105643
2018-M-DC-2018-G1-EPA-M-AUT-BLR-01,Clay,110602,106138
2018-M-DC-2018-G2-EPA-M-EGY-NOR-01,Hard,126174,200483
2018-7434,Hard,104678,105208
2018-0499,Hard,104022,104534
2018-M006,Hard,126203,126094
2018-0425,Clay,105373,105643
2018-M-DC-2018-G2-EPA-M-FIN-LTU-01,Hard,200325,105827
2018-0308,Clay,105916,105550
2018-0322,Clay,105815,104890
2018-0500,Grass,104312,126610
2018-7485,Hard,105526,106005
2018-0414,Clay,106043,134770
2018-580,Hard,105777,126094
2018-0375,Hard,105074,123921
2018-0424,Hard,105023,103333
2018-6932,Clay,104655,106329
2018-M007,Hard,105023,105430
2018-7648,Clay,132283,104755
2018-0425,Clay,106233,144719
2018-M009,Clay,105453,103852
2018-7694,Clay,104468,105062
2018-0321,Grass,105432,133430
2018-7485,Hard,106378,104755
2018-560,Hard,105223,106045
2018-540,Grass,104925,106378
2018-0414,Clay,105357,105526
2018-0352,Hard,104291,104269
2018-M035,Hard,100644,126774
2018-580,Hard,106421,106423
2018-580,Hard,104755,104882
2018-0499,Hard,133430,103333
2018-M006,Hard,104269,105777
2018-0308,Clay,104897,105062
2018-0322,Clay,105806,104999
2018-7694,Clay,105583,106110
2018-520,Clay,100644,105583
2018-7650,Grass,105732,105643
2018-7650,Grass,104792,104198
2018-0421,Hard,105807,106415
2018-7581,Hard,104291,105173
2018-7696,Hard,126203,132482
2018-0321,Grass,104797,104259
2018-540,Grass,100644,126203
2018-0421,Hard,105777,104269
2018-0316,Clay,104620,106043
2018-7648,Clay,120424,109739
2018-M007,Hard,104926,200095
2018-580,Hard,106233,105550
2018-580,Hard,106401,104542
2018-0424,Hard,103333,105992
2018-0407,Hard,104259,111575
2018-M-DC-2018-G2-AO-M-THA-PHI-01,Clay,207139,200460
2018-7694,Clay,105583,104547
2018-540,Grass,105550,106186
2018-0316,Clay,106329,111200
2018-0439,Clay,105477,105539
2018-0315,Grass,105449,104719
2018-560,Hard,104259,100644
2018-M021,Clay,106233,104731
2018-0439,Clay,106065,106210
2018-M006,Hard,106233,126774
2018-0425,Clay,105807,105332
2018-0891,Hard,104468,105815
2018-580,Hard,104269,105138
2018-580,Hard,106401,104678
2018-7434,Hard,105806,105657
2018-0499,Hard,105683,106121
2018-M-DC-2018-G2-EPA-M-ROU-MAR-01,Hard,105657,144760
2018-0308,Clay,105373,104252
2018-M009,Clay,106378,106298
2018-0311,Grass,104871,106421
2018-560,Hard,105223,104745
2018-0337,Hard,104731,105453
2018-0319,Clay,111797,104269
2018-0352,Hard,104269,104871
2018-0341,Hard,106005,105132
2018-0425,Clay,106075,105550
2018-7648,Clay,105357,106298
2018-0451,Hard,103852,104198
2018-580,Hard,105227,105577
2018-580,Hard,106378,105932
2018-M007,Hard,106401,105583
2018-M009,Clay,104898,106421
2018-0316,Clay,105155,105430
2018-6116,Hard,126207,105657
2018-0314,Clay,126610,105430
2018-0329,Hard,105526,105227
2018-6242,Hard,144719,111790
2018-520,Clay,105732,104871
2018-560,Hard,106432,104252
2018-5014,Hard,111202,128034
2018-0315,Grass,111442,105902
2018-5014,Hard,104925,106065
2018-560,Hard,200005,123768
2018-0891,Hard,105062,111513
2018-7434,Hard,104180,104312
2018-M006,Hard,104655,133430
2018-0425,Clay,106148,104890
2018-0308,Clay,120424,105216
2018-520,Clay,109739,105132
2018-M010,Grass,126774,104291
2018-0321,Grass,105683,104607
2018-0311,Grass,105683,106026
2018-7650,Grass,106000,106210
2018-560,Hard,104731,104871
2018-0314,Clay,126610,105132
2018-0500,Grass,103819,106045
2018-560,Hard,105311,105807
2018-0341,Hard,120424,105332
2018-M-DC-2018-G2-EPA-M-FIN-LTU-01,Hard,105575,200325
2018-0425,Clay,104291,124014
2018-580,Hard,106210,106324
2018-580,Hard,104745,104919
2018-580,Hard,104312,103333
2018-7434,Hard,106075,104571
2018-0407,Hard,104607,104678
2018-0499,Hard,124187,105992
2018-7648,Clay,106065,105526
2018-M007,Hard,103970,105539
2018-0421,Hard,104745,105332
2018-0568,Hard,105138,106065
2018-6967,Hard,106415,104269
2018-M024,Hard,104919,111581
2018-7581,Hard,105023,105550
2018-M035,Hard,106045,105041
2018-M015,Hard,111575,105023
2018-0337,Hard,105916,200000
2018-M024,Hard,104898,105936
2018-0410,Clay,105138,105376
2018-0891,Hard,105332,105916
2018-580,Hard,105777,111456
2018-0499,Hard,111577,105166
2018-M006,Hard,111202,105583
2018-0425,Clay,111575,104919
2018-0308,Clay,105526,109054
2018-0322,Clay,104926,105815
2018-7694,Clay,105948,106044
2018-520,Clay,106043,106432
2018-6242,Hard,105449,144719
2018-0329,Hard,104731,105051
2018-560,Hard,105932,105379
2018-0315,Grass,106368,105065
2018-M015,Hard,105583,105777
2018-0429,Hard,126774,105208
2018-0429,Hard,111202,126203
2018-7480,Hard,111460,104180
2018-0328,Hard,103819,105936
2018-580,Hard,106233,105173
2018-0496,Hard,105732,105613
2018-0496,Hard,125802,103917
2018-M007,Hard,100644,106421
2018-0717,Clay,104547,106415
2018-7648,Clay,104312,105932
2018-M010,Grass,104755,105539
2018-0311,Grass,104925,105173
2018-0316,Clay,144707,104797
2018-6116,Hard,105385,103333
2018-7480,Hard,111581,105166
2018-540,Grass,106378,106109
2018-M-DC-2018-G2-AO-M-THA-LBN-01,Hard,133975,207139
2018-M021,Clay,106233,106432
2018-M035,Hard,105902,111515
2018-M-DC-2018-WG-PO-SRB-IND-01,Clay,111513,106368
2018-0337,Hard,103781,105683
2018-0319,Clay,106121,111513
2018-M016,Grass,104797,104312
2018-0500,Grass,104898,105311
2018-0425,Clay,104745,106148
2018-M-DC-2018-G2-AO-M-THA-PHI-01,Clay,106150,127143
2018-0451,Hard,126094,104269
2018-0891,Hard,106026,111459
2018-M-DC-2018-G1-AO-M-CHN-NZL-01,Hard,105585,105030
2018-M-DC-2018-G1-AO-M-KOR-PAK-01,Grass,120792,207972
2018-7434,Hard,105806,104259
2018-6932,Clay,106044,103607
2018-M006,Hard,104607,109739
2018-0322,Clay,105916,126207
2018-540,Grass,104545,105683
2018-5014,Hard,106432,105614
2018-0439,Clay,105550,105583
2018-7485,Hard,125802,104898
2018-0311,Grass,104919,104731
2018-0425,Clay,104665,106216
2018-7648,Clay,105379,132283
2018-M001,Hard,105575,106109
2018-580,Hard,105815,109739
2018-M-DC-2018-G1-EPA-M-UKR-SWE-01,Hard,144707,105085
2018-0499,Hard,105539,105985
2018-M007,Hard,104731,105932
2018-M010,Grass,105216,105932
2018-540,Grass,103333,104022
2018-M-DC-2018-G1-EPA-M-POR-SWE-01,Hard,144707,105671
2018-7485,Hard,106378,104792
2018-560,Hard,106432,106148
2018-0414,Clay,109054,109739
2018-6116,Hard,105992,111815
2018-0414,Clay,106233,144895
2018-0352,Hard,104925,106000
2018-M035,Hard,100644,200282
2018-0425,Clay,105373,104925
2018-0451,Hard,105379,104291
2018-M006,Hard,104871,104926
2018-0410,Clay,126094,104898
2018-7290,Clay,105643,105077
2018-0322,Clay,126523,104252
2018-7694,Clay,123921,144895
2018-520,Clay,105227,105449
2018-M010,Grass,104898,103333
2018-M016,Grass,104918,104527
2018-7581,Hard,105311,105577
2018-7696,Hard,126094,126203
2018-0421,Hard,104926,105449
2018-6967,Hard,200282,105216
2018-0421,Hard,104545,105732
2018-6242,Hard,105992,104468
2018-0360,Clay,104665,106378
2018-7648,Clay,105357,120424
2018-M007,Hard,111575,105657
2018-M-DC-2018-G1-EPA-M-RSA-ISR-01,Hard,122548,105707
2018-580,Hard,104925,105077
2018-0407,Hard,103819,104259
2018-6932,Clay,104665,105589
2018-M007,Hard,104871,104755
2018-M-DC-2018-G2-AM-M-VEN-URU-01,Clay,104655,106175
2018-7694,Clay,106233,106148
2018-0439,Clay,105550,106121
2018-560,Hard,104925,104755
2018-0337,Hard,105453,126207
2018-M006,Hard,105166,105657
2018-M006,Hard,105173,105166
2018-0425,Clay,103852,105583
2018-0891,Hard,104468,104731
2018-580,Hard,111456,111200
2018-580,Hard,106043,134770
2018-6932,Clay,104269,104919
2018-0410,Clay,104925,105583
2018-0322,Clay,105550,105023
2018-520,Clay,104926,106378
2018-0319,Clay,144719,105870
2018-560,Hard,104925,105453
2018-M-DC-2018-WG-PO-CAN-NED-01,Hard,105683,105217
2018-0429,Hard,104545,105614
2018-0352,Hard,105311,106065
2018-M-DC-2018-WG-M-CRO-USA-01,Clay,105023,105227
2018-M035,Hard,104571,105332
2018-6967,Hard,104918,111190
2018-0319,Clay,105373,106233
2018-520,Clay,105341,105051
2018-0352,Hard,104925,105311
2018-0341,Hard,105430,105732
2018-M035,Hard,126207,128034
2018-520,Clay,134770,111442
2018-M016,Grass,105041,105933
2018-7648,Clay,106065,104312
2018-M007,Hard,126207,106378
2018-M-DC-2018-G1-AM-M-CHI-ECU-01,Clay,105933,106174
2018-0451,Hard,105882,106325
2018-580,Hard,109739,105649
2018-580,Hard,111202,100644
2018-7434,Hard,105657,106075
2018-7694,Clay,104468,106167
2018-M010,Grass,111456,104312
2018-0311,Grass,104527,111815
2018-M024,Hard,105683,133430
2018-0329,Hard,104731,126207
2018-M-DC-2018-WG-PO-SUI-SWE-01,Hard,105436,144817
2018-6242,Hard,104919,105216
2018-7485,Hard,106378,125802
2018-560,Hard,106148,106283
2018-5014,Hard,106065,104468
2018-5014,Hard,104731,126774
2018-0451,Hard,105932,105341
2018-0506,Clay,104547,106065
2018-0496,Hard,103898,105138
2018-M006,Hard,105936,106283
2018-0717,Clay,103333,106121
2018-0425,Clay,104198,105453
2018-520,Clay,104545,105732
2018-M010,Grass,104871,104198
2018-0321,Grass,105332,126203
2018-M016,Grass,103970,126610
2018-0568,Hard,106065,105041
2018-0322,Clay,105376,103333
2018-0341,Hard,104897,106296
2018-M007,Hard,104607,106415
2018-M007,Hard,105932,105341
2018-M-DC-2018-G1-AM-M-ARG-CHI-01,Clay,105550,106426
2018-M-DC-2018-G1-EPA-M-RSA-ISR-01,Hard,104534,144750
2018-M020,Hard,104797,111577
2018-0891,Hard,105732,106065
2018-580,Hard,105526,126952
2018-580,Hard,104926,103898
2018-6932,Clay,105807,106065
2018-7648,Clay,105357,105379
2018-0421,Hard,100644,106421
2018-0568,Hard,106233,105526
2018-0605,Hard,104925,104545
2018-6967,Hard,106415,105732
2018-M024,Hard,106298,104918
2018-7581,Hard,126203,202358
2018-M015,Hard,105223,105077
2018-6967,Hard,106000,106368
2018-520,Clay,106000,105430
2018-580,Hard,105815,104527
2018-M-DC-2018-G1-AM-M-DOM-BRA-01,Hard,106329,106232
2018-0424,Hard,105023,104022
2018-M006,Hard,103819,105643
2018-M009,Clay,104925,105238
2018-7694,Clay,126203,105051
2018-520,Clay,105223,105077
2018-0500,Grass,103819,105379
2018-M016,Grass,111577,126203
2018-M016,Grass,111815,126652
2018-6242,Hard,106121,136440
2018-0329,Hard,126207,109739
2018-560,Hard,105550,134770
2018-0328,Hard,100644,104898
2018-M010,Grass,104871,111456
2018-0429,Hard,105357,200615
2018-0425,Clay,105777,104291
2018-7648,Clay,106065,105357
2018-M007,Hard,105807,104797
2018-0891,Hard,105332,104898
2018-580,Hard,104542,133430
2018-580,Hard,104607,105223
2018-0496,Hard,104607,106000
2018-M009,Clay,106058,103970
2018-M010,Grass,106071,104269
2018-M016,Grass,106065,105357
2018-0328,Hard,100644,200615
2018-7480,Hard,106078,105023
2018-0337,Hard,106298,104259
2018-0319,Clay,105583,110602
2018-M016,Grass,105357,104180
2018-M035,Hard,104999,105065
2018-0407,Hard,134868,104527
2018-0499,Hard,105385,106368
2018-M006,Hard,104534,106378
2018-M006,Hard,104259,105227
2018-0425,Clay,105583,124079
2018-520,Clay,105676,104792
2018-0500,Grass,106233,104022
2018-0500,Grass,104312,104252
2018-M016,Grass,104999,133430
2018-540,Grass,104660,105311
2018-540,Grass,104925,105453
2018-0337,Hard,105062,126094
2018-0439,Clay,106065,105550
2018-M007,Hard,144707,105526
2018-7485,Hard,106099,106026
2018-0425,Clay,105807,105173
2018-7290,Clay,106044,105065
2018-M-DC-2018-G2-EPA-M-POL-ZIM-01,Hard,111794,105626
2018-M020,Hard,105992,105870
2018-580,Hard,103333,111513
2018-580,Hard,105916,106044
2018-M-DC-2018-G1-AO-M-CHN-NZL-01,Hard,104907,105842
2018-M007,Hard,105449,105173
2018-0717,Clay,106045,104269
2018-7694,Clay,106148,111513
2018-560,Hard,104527,105777
2018-M014,Hard,105583,106110
2018-560,Hard,106421,126774
2018-0407,Hard,104607,104999
2018-0414,Clay,106043,109054
2018-0352,Hard,105227,105777
2018-0421,Hard,105614,103970
2018-0717,Clay,106216,111442
2018-580,Hard,105376,105062
2018-7434,Hard,104527,105373
2018-0407,Hard,104678,105526
2018-0499,Hard,104545,105430
2018-M006,Hard,111577,105960
2018-M006,Hard,105732,104792
2018-0308,Clay,100644,104259
2018-7694,Clay,126203,106058
2018-520,Clay,106065,105807
2018-0322,Clay,111577,104797
2018-0319,Clay,105062,144895
2018-7581,Hard,126203,105062
2018-7696,Hard,200282,132482
2018-0421,Hard,133430,104871
2018-6967,Hard,133430,125802
2018-540,Grass,105332,133430
2018-0421,Hard,111575,105807
2018-540,Grass,105051,105676
2018-6967,Hard,200282,111456
2018-0301,Hard,104655,106121
2018-580,Hard,104527,105575
2018-580,Hard,103819,104755
2018-7434,Hard,105657,104180
2018-0407,Hard,103852,105373
2018-0410,Clay,106043,105550
2018-M006,Hard,104547,105216
2018-7290,Clay,106120,106393
2018-M007,Hard,104269,104198
2018-0425,Clay,106233,106075
2018-540,Grass,105453,106401
2018-0439,Clay,111513,109739
2018-560,Hard,105357,104926
2018-0316,Clay,104620,106148
2018-0439,Clay,105477,105015
2018-0410,Clay,104259,105815
2018-560,Hard,105311,106298
2018-0337,Hard,106233,105074
2018-M020,Hard,104999,105441
2018-M020,Hard,200282,105683
2018-0891,Hard,105732,106026
2018-580,Hard,104312,106415
2018-M-DC-2018-G1-AM-M-COL-BAR-01,Hard,105292,105985
2018-0375,Hard,111575,105575
2018-0424,Hard,104629,104871
2018-6932,Clay,105815,106148
2018-0410,Clay,104926,125802
2018-M006,Hard,104919,106121
2018-540,Grass,106298,106045
2018-560,Hard,104925,105223
2018-0429,Hard,104926,111202
2018-7480,Hard,106000,111581
2018-0316,Clay,134770,103970
2018-0352,Hard,106000,105376
2018-5014,Hard,106065,111202
2018-M035,Hard,104918,111456
2018-0319,Clay,104797,109739
2018-0352,Hard,106000,126774
2018-580,Hard,104745,106043
2018-M-DC-2018-G2-EPA-M-TUN-FIN-01,Hard,104291,105349
2018-0407,Hard,104312,105311
2018-0496,Hard,104999,104882
2018-M006,Hard,105683,200000
2018-0425,Clay,126774,105077
2018-7290,Clay,104620,105643
2018-M007,Hard,106423,103819
2018-M009,Clay,104259,111575
2018-M016,Grass,105062,106378
2018-0319,Clay,144719,104898
2018-0329,Hard,104755,106401
2018-520,Clay,105053,104571
2018-560,Hard,106421,105539
2018-0315,Grass,105449,106328
2018-0451,Hard,105806,104890
2018-580,Hard,105992,104534
2018-580,Hard,104607,200282
2018-M-DC-2018-G1-AO-M-KOR-PAK-01,Grass,103529,126952
2018-0424,Hard,105173,105376
2018-0407,Hard,105732,104755
2018-0496,Hard,111575,103898
2018-M006,Hard,105223,103970
2018-520,Clay,104269,105777
2018-M010,Grass,104871,105173
2018-5014,Hard,100644,200282
2018-0311,Grass,105777,106000
2018-0341,Hard,105932,200005
2018-7290,Clay,106148,106216
2018-580,Hard,105227,105807
2018-0891,Hard,104731,105062
2018-M-DC-2018-G1-EPA-M-RSA-ISR-01,Hard,104534,105707
2018-7434,Hard,109739,105311
2018-0407,Hard,100644,103970
2018-M007,Hard,105227,105577
2018-0410,Clay,104755,104871
2018-0425,Clay,105138,104665
2018-7694,Clay,104545,105430
2018-0605,Hard,104925,105227
2018-0421,Hard,126774,104925
2018-0568,Hard,104527,106000
2018-M015,Hard,100644,105138
2018-M024,Hard,104527,106043
2018-M024,Hard,104999,106000
2018-540,Grass,200282,106065
2018-M015,Hard,104291,100644
2018-6967,Hard,106415,133430
2018-M001,Hard,103893,111442
2018-580,Hard,105238,105051
2018-7434,Hard,106075,105041
2018-0407,Hard,105676,103917
2018-M006,Hard,106421,105449
